timestamp,open,high,low,close,tick_volume,atr14,rsi14,sma20,timeframe
2025-05-28 12:55:00,3323.9,3325.45,3323.83,3324.2,441,,,,5m
2025-05-28 13:00:00,3324.2,3324.55,3323.14,3324.54,396,,,,5m
2025-05-28 13:05:00,3324.54,3324.67,3322.68,3323.64,368,,,,5m
2025-05-28 13:10:00,3323.64,3323.96,3319.54,3319.56,555,1.8592857142858261,,,5m
2025-05-28 13:15:00,3319.56,3320.5,3318.24,3319.41,553,1.9214285714287078,41.008403361343575,,5m
2025-05-28 13:20:00,3319.42,3320.62,3318.5,3320.53,413,2.0057142857144106,44.8546739984295,,5m
2025-05-28 13:25:00,3320.53,3321.06,3319.12,3319.51,439,2.0471428571429766,42.390497401634676,,5m
2025-05-28 13:30:00,3319.51,3319.55,3317.5,3317.5,572,2.011428571428691,31.963788300837535,,5m
2025-05-28 13:35:00,3317.5,3318.05,3315.28,3315.72,597,2.097857142857265,24.460431654676412,,5m
2025-05-28 13:40:00,3315.72,3316.64,3315.3,3316.64,190,2.047857142857213,31.42279163857077,3321.3464999999997,5m
2025-06-16 11:15:00,3414.81,3418.46,3413.23,3413.83,2002,6.285714285714254,29.218607479476574,,15m
2025-06-16 11:30:00,3413.83,3418.54,3412.43,3417.79,1567,6.177142857142859,37.09677419354813,,15m
2025-06-16 11:45:00,3417.79,3417.88,3413.22,3413.85,1822,6.229285714285717,32.79301745635864,,15m
2025-06-16 12:00:00,3413.85,3418.88,3413.01,3416.88,1663,5.75428571428571,44.63448275862079,,15m
2025-06-16 12:15:00,3416.88,3419.55,3415.16,3418.44,1405,5.718571428571457,45.786061588330725,,15m
2025-06-16 12:30:00,3418.58,3419.29,3415.35,3417.24,882,5.586428571428606,47.47899159663839,3418.057,15m
2025-06-16 09:00:00,3421.56,3421.56,3412.72,3418.37,9980,19.093571428571426,78.32321273664334,,1h
2025-06-16 10:00:00,3418.29,3419.83,3409.54,3412.34,8418,19.102857142857147,75.87407370567473,,1h
2025-06-16 11:00:00,3412.34,3418.54,3409.81,3413.85,7233,18.641428571428573,74.69615565176576,,1h
2025-06-16 12:00:00,3413.85,3419.55,3413.01,3417.24,3950,18.49642857142859,74.8065437548689,3382.1364999999996,1h
